id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
291	mirko cerrone (2018)	"<table><tr><td>Authors:</td><td>mirko cerrone</td></tr><tr><td>Title:</td><td>umwelt and ape language experiments: on the role of iconicity in the human-ape pidgin language</td></tr><tr><td>Source:</td><td>biosemiotics, 11(1), 41-63</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-018-9312-4	0.4191	-0.3728	1	270	446	7	0.9211	2018	7	0.9211
292	carlo brentari (2018)	"<table><tr><td>Authors:</td><td>carlo brentari</td></tr><tr><td>Title:</td><td>from the hiatus model to the diffuse discontinuities: a turning point in human-animal studies</td></tr><tr><td>Source:</td><td>biosemiotics, 11(3), 331-345</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-018-9329-8	0.4451	-0.2166	1	263	417	7	0.9211	2018	7	0.9211
293	dan faltýnek (2019)	"<table><tr><td>Authors:</td><td>dan faltýnek; vladimír matlach; ľudmila lacková</td></tr><tr><td>Title:</td><td>bases are not letters: on the analogy between the genetic code and natural language by sequence analysis</td></tr><tr><td>Source:</td><td>biosemiotics, 12(2), 289-304</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-019-09353-z	-0.7598	0.2424	2	153	284	7	1.1962	2019	7	1.1962
294	dan faltýnek (2020)	"<table><tr><td>Authors:</td><td>dan faltýnek; ľudmila lacková</td></tr><tr><td>Title:</td><td>in the case of protosemiosis: indexicality vs. iconicity of proteins</td></tr><tr><td>Source:</td><td>biosemiotics, 14(1), 209-226</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-020-09396-7	-0.4372	-0.0751	2	225	490	7	0.8505	2020	7	0.8505
295	joachim schult (2020)	"<table><tr><td>Authors:</td><td>joachim schult; onno a. preik; stefan kirschner</td></tr><tr><td>Title:</td><td>the importance of biosemiotics for morphology</td></tr><tr><td>Source:</td><td>biosemiotics, 14(1), 167-179</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-020-09399-4	-0.1184	-0.3762	6	229	392	7	0.8505	2020	7	0.8505
296	eva jablonka (2021)	"<table><tr><td>Authors:</td><td>eva jablonka</td></tr><tr><td>Title:</td><td>signs of consciousness?</td></tr><tr><td>Source:</td><td>biosemiotics, 14(1), 25-29</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09419-x	0.2798	0.9139	3	56	76	7	1.2646	2021	7	1.2646
297	alexei a. sharov (2021)	"<table><tr><td>Authors:</td><td>alexei a. sharov</td></tr><tr><td>Title:</td><td>towards a biosemiotic theory of evolution</td></tr><tr><td>Source:</td><td>biosemiotics, 14(1), 101-105</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09414-2	-0.2751	0.6009	3	224	343	7	1.2646	2021	7	1.2646
298	oscar s. miyamoto gómez (2021)	"<table><tr><td>Authors:</td><td>oscar s. miyamoto gómez</td></tr><tr><td>Title:</td><td>four epistemological gaps in alloanimal episodic memory studies</td></tr><tr><td>Source:</td><td>biosemiotics, 14(3), 839-857</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09437-9	0.5462	0.1285	1	174	243	7	1.2646	2021	7	1.2646
299	lesley lancaster (2013)	"<table><tr><td>Authors:</td><td>lesley lancaster</td></tr><tr><td>Title:</td><td>the emergence of symbolic principles: the distribution of mind in early sign making</td></tr><tr><td>Source:</td><td>biosemiotics, 7(1), 29-47</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-013-9195-3	-0.0877	-0.3904	9	54	77	6	0.7423	2013	6	0.7423
300	anton markoš (2016)	"<table><tr><td>Authors:</td><td>anton markoš; pranab k. das</td></tr><tr><td>Title:</td><td>levels or domains of life?</td></tr><tr><td>Source:</td><td>biosemiotics, 9(3), 319-330</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-016-9271-6	-0.3658	0.0394	2	204	319	6	0.566	2016	6	0.566
301	vefa karatay (2016a)	"<table><tr><td>Authors:</td><td>vefa karatay; yağmur denizhan; mehmet ozansoy</td></tr><tr><td>Title:</td><td>semiosis as individuation: integration of multiple orders of magnitude</td></tr><tr><td>Source:</td><td>biosemiotics, 9(3), 417-433</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-016-9273-4	-0.1397	-0.5667	4	43	52	6	0.566	2016	6	0.566
302	ramsey affifi (2016)	"<table><tr><td>Authors:</td><td>ramsey affifi</td></tr><tr><td>Title:</td><td>the semiosis of “side effects” in genetic interventions</td></tr><tr><td>Source:</td><td>biosemiotics, 9(3), 345-364</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-016-9274-3	-0.1853	0.2732	3	222	489	6	0.566	2016	6	0.566
303	filip grygar (2016)	"<table><tr><td>Authors:</td><td>filip grygar</td></tr><tr><td>Title:</td><td>bohr’s complementarity framework in biosemiotics</td></tr><tr><td>Source:</td><td>biosemiotics, 10(1), 33-55</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-016-9281-4	-0.7115	0.1054	2	231	422	6	0.566	2016	6	0.566
304	tim ireland (2022a)	"<table><tr><td>Authors:</td><td>tim ireland</td></tr><tr><td>Title:</td><td>beauty: synthesis of intellect and senses commentary on the biosemiotic fundamentals of aesthetics</td></tr><tr><td>Source:</td><td>biosemiotics, 15(1), 47-55</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-022-09488-6	0.9372	0.4326	1	11	11	5	0.9833	2022	5	0.9833
305	alexei a. sharov (2022)	"<table><tr><td>Authors:</td><td>alexei a. sharov</td></tr><tr><td>Title:</td><td>consciousness and learning from the biosemiotic perspective</td></tr><tr><td>Source:</td><td>biosemiotics, 15(3), 483-490</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-022-09511-w	0.2753	0.7291	3	186	280	5	0.9833	2022	5	0.9833
306	victoria n. alexander (2009)	"<table><tr><td>Authors:</td><td>victoria n. alexander</td></tr><tr><td>Title:</td><td>the poetics of purpose</td></tr><tr><td>Source:</td><td>biosemiotics, 2(1), 77-100</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-008-9031-3	-0.6246	0.0066	10	145	253	7	0.4365	2009	7	0.4365
307	jonathan hope (2009)	"<table><tr><td>Authors:</td><td>jonathan hope; pierre-louis patoine</td></tr><tr><td>Title:</td><td>“does a glass of white wine taste like a glass of domain sigalas santorini asirtiko athiri 2005?” a biosemiotic approach to wine-tasting</td></tr><tr><td>Source:</td><td>biosemiotics, 2(1), 65-76</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-008-9033-1	0.552	-0.2737	11	35	37	7	0.4365	2009	7	0.4365
308	gérard battail (2009c)	<table><tr><td>Authors:</td><td>gérard battail</td></tr><tr><td>Title:</td><td>applying semiotics and information theory to biology: a critical comparison</td></tr><tr><td>Source:</td><td>biosemiotics</td></tr><tr><td>Year:</td><td>2009</td></tr></table>	https://doi.org/https://doi.org/10.1007/s12304-008-9034-0	-1.433	-0.0342	2	96	150	7	0.4365	2009	7	0.4365
309	séan ó nualláin (2010)	"<table><tr><td>Authors:</td><td>séan ó nualláin</td></tr><tr><td>Title:</td><td>ask not what you can do for yourself: cartesian chaos, neural dynamics, and immunological cognition</td></tr><tr><td>Source:</td><td>biosemiotics, 3(1), 79-92</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-009-9070-4	-0.2133	-0.5442	4	128	159	6	0.4216	2010	6	0.4216
310	anton sukhoverkhov (2011)	"<table><tr><td>Authors:</td><td>anton sukhoverkhov</td></tr><tr><td>Title:</td><td>natural signs and the origin of language</td></tr><tr><td>Source:</td><td>biosemiotics, 5(2), 153-159</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-011-9123-3	0.4487	-0.674	6	23	39	6	0.6614	2011	6	0.6614
311	anton markoš (2010b)	"<table><tr><td>Authors:</td><td>anton markoš</td></tr><tr><td>Title:</td><td>hermeneutics by the living</td></tr><tr><td>Source:</td><td>biosemiotics, 4(2), 119-125</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-010-9096-7	-0.4223	-0.221	6	29	44	6	0.4216	2010	6	0.4216
312	maria isabel aldinhas ferreira (2012)	"<table><tr><td>Authors:</td><td>maria isabel aldinhas ferreira; miguel caldas</td></tr><tr><td>Title:</td><td>modelling artificial cognition in biosemiotic terms</td></tr><tr><td>Source:</td><td>biosemiotics, 6(2), 245-252</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-012-9159-z	0.4377	-0.7189	11	65	90	6	0.348	2012	6	0.348
314	karel kleisner (2017)	"<table><tr><td>Authors:</td><td>karel kleisner; petr tureček</td></tr><tr><td>Title:</td><td>cultural and biological evolution: what is the difference?</td></tr><tr><td>Source:</td><td>biosemiotics, 10(1), 127-130</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-017-9284-9	-0.6745	0.1431	2	65	66	6	0.5638	2017	6	0.5638
315	ján toman (2018)	"<table><tr><td>Authors:</td><td>ján toman; jaroslav flegr</td></tr><tr><td>Title:</td><td>macroevolutionary freezing and the janusian nature of evolvability: is the evolution (of profound biological novelty) going to end?</td></tr><tr><td>Source:</td><td>biosemiotics, 11(2), 263-285</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-018-9326-y	-0.1389	0.1909	3	148	276	6	0.7895	2018	6	0.7895
316	andrew m. winters (2018)	"<table><tr><td>Authors:</td><td>andrew m. winters</td></tr><tr><td>Title:</td><td>introduction: a structural and historical approach to understanding advancements in evolutionary theory</td></tr><tr><td>Source:</td><td>biosemiotics, 11(2), 167-180</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-018-9330-2	-0.0585	0.2883	3	132	175	6	0.7895	2018	6	0.7895
317	göran sonesson (2018)	"<table><tr><td>Authors:</td><td>göran sonesson</td></tr><tr><td>Title:</td><td>on mimicry, signs and other meaning-making acts. further studies in iconicity</td></tr><tr><td>Source:</td><td>biosemiotics, 12(1), 99-114</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-018-9340-0	0.4195	-0.2598	6	122	171	6	0.7895	2018	6	0.7895
318	claudio julio rodríguez higuera (2019)	"<table><tr><td>Authors:</td><td>claudio julio rodríguez higuera</td></tr><tr><td>Title:</td><td>some challenges to the evolutionary status of semiosis</td></tr><tr><td>Source:</td><td>biosemiotics, 12(3), 405-421</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-019-09366-8	0.061	-0.0692	4	259	438	6	1.0253	2019	6	1.0253
319	donald favareau (2021)	"<table><tr><td>Authors:</td><td>donald favareau</td></tr><tr><td>Title:</td><td>facing up to the hard problem of biosemiotics</td></tr><tr><td>Source:</td><td>biosemiotics, 14(3), 603-615</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09461-9	-0.4218	0.4391	5	172	222	6	1.084	2021	6	1.084
320	david carrera-casado (2021)	"<table><tr><td>Authors:</td><td>david carrera-casado; ramon ferrer‐i‐cancho</td></tr><tr><td>Title:</td><td>the advent and fall of a vocabulary learning bias from communicative efficiency</td></tr><tr><td>Source:</td><td>biosemiotics, 14(2), 345-375</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09452-w	-0.1473	0.4732	3	72	81	6	1.084	2021	6	1.084
321	riin magnus (2014)	"<table><tr><td>Authors:</td><td>riin magnus</td></tr><tr><td>Title:</td><td>the function, formation and development of signs in the guide dog team’s work</td></tr><tr><td>Source:</td><td>biosemiotics, 7(3), 447-463</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-014-9199-7	0.3655	-0.3833	7	77	89	5	0.4006	2014	5	0.4006
322	stephen j. cowley (2008)	"<table><tr><td>Authors:</td><td>stephen j. cowley</td></tr><tr><td>Title:</td><td>meaning in nature: organic manufacture?</td></tr><tr><td>Source:</td><td>biosemiotics, 1(1), 85-98</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-008-9003-7	-0.2782	-0.4732	4	226	364	6	0.3678	2008	6	0.3678
323	fernando castro-chávez (2011)	"<table><tr><td>Authors:</td><td>fernando castro-chávez</td></tr><tr><td>Title:</td><td>the rules of variation expanded, implications for the research on compatible genomics</td></tr><tr><td>Source:</td><td>biosemiotics, 5(1), 121-145</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-011-9118-0	-0.9126	0.3332	2	36	40	5	0.5512	2011	5	0.5512
324	shahram rafieian (2011)	"<table><tr><td>Authors:</td><td>shahram rafieian</td></tr><tr><td>Title:</td><td>a biosemiotic approach to the problem of structure and agency</td></tr><tr><td>Source:</td><td>biosemiotics, 5(1), 83-93</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-011-9121-5	0.8448	-0.9153	6	17	23	5	0.5512	2011	5	0.5512
326	dario martinelli (2010)	"<table><tr><td>Authors:</td><td>dario martinelli</td></tr><tr><td>Title:</td><td>let’s get physical!—on the zoosemiotics of corporeality</td></tr><tr><td>Source:</td><td>biosemiotics, 4(2), 259-279</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-010-9098-5	0.2752	-0.1223	1	25	25	5	0.3514	2010	5	0.3514
327	maria isabel aldinhas ferreira (2011)	"<table><tr><td>Authors:</td><td>maria isabel aldinhas ferreira</td></tr><tr><td>Title:</td><td>interactive bodies: the semiosis of architectural forms</td></tr><tr><td>Source:</td><td>biosemiotics, 5(2), 269-289</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-011-9126-0	0.1349	-0.5519	11	133	172	5	0.5512	2011	5	0.5512
328	paul cobley (2017)	"<table><tr><td>Authors:</td><td>paul cobley; donald favareau; kalevi kull</td></tr><tr><td>Title:</td><td>john deely, from the point of view of biosemiotics</td></tr><tr><td>Source:</td><td>biosemiotics, 10(1), 1-4</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-017-9291-x	-0.3152	0.4498	5	52	85	5	0.4698	2017	5	0.4698
329	peter harries‐jones (2017)	"<table><tr><td>Authors:</td><td>peter harries‐jones</td></tr><tr><td>Title:</td><td>‘steps’ to agency: gregory bateson, perception, and biosemantics</td></tr><tr><td>Source:</td><td>biosemiotics, 10(2), 211-228</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-017-9302-y	-0.0856	-0.0975	7	89	137	5	0.4698	2017	5	0.4698
330	gabriel francescoli (2017)	"<table><tr><td>Authors:</td><td>gabriel francescoli</td></tr><tr><td>Title:</td><td>a semiotic interpretation of the innate releasing mechanism concept and other ethological triadic relations</td></tr><tr><td>Source:</td><td>biosemiotics, 10(3), 461-468</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-017-9306-7	0.0949	-0.5052	4	193	277	5	0.4698	2017	5	0.4698
331	terrence w. deacon (2016)	"<table><tr><td>Authors:</td><td>terrence w. deacon</td></tr><tr><td>Title:</td><td>reconsidering darwin’s “several powers”</td></tr><tr><td>Source:</td><td>biosemiotics, 9(1), 121-128</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-016-9263-6	-0.535	0.183	5	127	200	4	0.3774	2016	4	0.3774
332	petr tureček (2022)	"<table><tr><td>Authors:</td><td>petr tureček; karel kleisner</td></tr><tr><td>Title:</td><td>symptomic mimicry between sars-cov-2 and the common cold complex</td></tr><tr><td>Source:</td><td>biosemiotics, 15(1), 61-66</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09472-6	1.3614	-0.1327	6	1	1	4	0.7866	2022	4	0.7866
333	sigmund ongstad (2022b)	"<table><tr><td>Authors:</td><td>sigmund ongstad</td></tr><tr><td>Title:</td><td>simple utterances but complex understanding? meta-studying the fuzzy mismatch between animal semantic capacities in varied contexts</td></tr><tr><td>Source:</td><td>biosemiotics, 15(1), 85-108</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-022-09477-9	0.1801	0.2243	1	105	148	4	0.7866	2022	4	0.7866
334	denis noble (2022a)	"<table><tr><td>Authors:</td><td>denis noble</td></tr><tr><td>Title:</td><td>the evolution of consciousness and agency</td></tr><tr><td>Source:</td><td>biosemiotics, 15(3), 439-446</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-022-09509-4	0.2781	1.0439	3	31	45	4	0.7866	2022	4	0.7866
335	michael trestman (2023)	"<table><tr><td>Authors:</td><td>michael trestman</td></tr><tr><td>Title:</td><td>energy and expectation: the dynamics of living consciousness</td></tr><tr><td>Source:</td><td>biosemiotics, 16(2), 269-279</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-023-09529-8	0.3935	1.0095	3	21	23	2	0.775	2023	2	0.775
336	sofia belardinelli (2023)	"<table><tr><td>Authors:</td><td>sofia belardinelli; telmo pievani</td></tr><tr><td>Title:</td><td>what if consciousness has no function?</td></tr><tr><td>Source:</td><td>biosemiotics, 16(2), 259-267</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-023-09533-y	0.2238	0.7431	3	93	132	2	0.775	2023	2	0.775
337	yogi hale hendlin (2023)	"<table><tr><td>Authors:</td><td>yogi hale hendlin</td></tr><tr><td>Title:</td><td>sensitive souls and biosemiotic agency as emergence</td></tr><tr><td>Source:</td><td>biosemiotics, 16(1), 15-20</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-023-09524-z	0.0905	0.8348	3	112	143	2	0.775	2023	2	0.775
338	prisca augustyn (2018)	"<table><tr><td>Authors:</td><td>prisca augustyn</td></tr><tr><td>Title:</td><td>animal studies in the language sciences</td></tr><tr><td>Source:</td><td>biosemiotics, 11(1), 121-138</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-018-9313-3	0.3508	-0.2659	1	72	118	5	0.6579	2018	5	0.6579
339	jana švorcová (2018)	"<table><tr><td>Authors:</td><td>jana švorcová; karel kleisner</td></tr><tr><td>Title:</td><td>evolution by meaning attribution: notes on biosemiotic interpretations of extended evolutionary synthesis</td></tr><tr><td>Source:</td><td>biosemiotics, 11(2), 231-244</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-018-9328-9	0.0121	0.0459	6	145	317	5	0.6579	2018	5	0.6579
340	richard i. vane‐wright (2018)	"<table><tr><td>Authors:</td><td>richard i. vane‐wright</td></tr><tr><td>Title:</td><td>agency, meaning, perception and mimicry: perspectives from the process of life and third way of evolution</td></tr><tr><td>Source:</td><td>biosemiotics, 12(1), 57-77</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-018-9337-8	0.1999	0.0743	6	183	318	5	0.6579	2018	5	0.6579
341	jindřich brejcha (2019)	"<table><tr><td>Authors:</td><td>jindřich brejcha</td></tr><tr><td>Title:</td><td>viper as a batesian model – its role in an ecological community</td></tr><tr><td>Source:</td><td>biosemiotics, 12(1), 25-38</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-019-09347-x	0.7908	-0.2417	6	42	76	5	0.8544	2019	5	0.8544
342	almo farina (2019)	"<table><tr><td>Authors:</td><td>almo farina</td></tr><tr><td>Title:</td><td>hybrid nature: effects on environmental fundamentals and species’ semiosis</td></tr><tr><td>Source:</td><td>biosemiotics, 13(1), 21-40</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-019-09373-9	0.8966	-0.7249	8	164	255	5	0.8544	2019	5	0.8544
343	franco giorgi (2020a)	"<table><tr><td>Authors:</td><td>franco giorgi; francesco tramonti; annibale fanali</td></tr><tr><td>Title:</td><td>a biosemiotic approach to the biopsychosocial understanding of disease adjustment</td></tr><tr><td>Source:</td><td>biosemiotics, 13(3), 369-383</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-020-09394-9	-0.0932	-0.3356	4	256	418	5	0.6075	2020	5	0.6075
344	naoki nomura (2020)	"<table><tr><td>Authors:</td><td>naoki nomura; koichiro matsuno; tomoaki muranaka; jun tomita</td></tr><tr><td>Title:</td><td>toward a practical theory of timing: upbeat and e-series time for organisms</td></tr><tr><td>Source:</td><td>biosemiotics, 13(3), 347-367</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-020-09398-5	-0.0235	0.3066	7	86	134	5	0.6075	2020	5	0.6075
345	kalevi kull (2021)	"<table><tr><td>Authors:</td><td>kalevi kull</td></tr><tr><td>Title:</td><td>natural selection and self-organization do not make meaning, while the agent’s choice does</td></tr><tr><td>Source:</td><td>biosemiotics, 14(1), 49-53</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09422-2	0.3287	0.6886	3	103	137	5	0.9033	2021	5	0.9033
346	andres kurismaa (2021)	"<table><tr><td>Authors:</td><td>andres kurismaa</td></tr><tr><td>Title:</td><td>the negentropic theory of ontogeny: a new model of eutherian life history transitions?</td></tr><tr><td>Source:</td><td>biosemiotics, 14(2), 391-417</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09408-0	0.2661	-0.12	6	198	258	5	0.9033	2021	5	0.9033
347	anastasia kolmogorova (2021)	"<table><tr><td>Authors:</td><td>anastasia kolmogorova; alexander kalinin; alina malikova</td></tr><tr><td>Title:</td><td>semiotic function of empathy in text emotion assessment</td></tr><tr><td>Source:</td><td>biosemiotics, 14(2), 329-344</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09434-y	0.7063	-0.2126	11	126	174	5	0.9033	2021	5	0.9033
348	amelia lewis (2021a)	"<table><tr><td>Authors:</td><td>amelia lewis</td></tr><tr><td>Title:</td><td>a semiotic modern synthesis: conducting quantitative studies in zoosemiotics and interpreting existing ethological studies through a semiotic framework</td></tr><tr><td>Source:</td><td>biosemiotics, 14(2), 295-327</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-021-09435-x	0.6747	0.2865	1	64	77	5	0.9033	2021	5	0.9033
349	gerald ostdiek (2011)	"<table><tr><td>Authors:</td><td>gerald ostdiek</td></tr><tr><td>Title:</td><td>the self as social artifice: some consequences of stanislavski</td></tr><tr><td>Source:</td><td>biosemiotics, 5(2), 161-179</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-011-9137-x	-0.6107	-0.72	10	30	43	4	0.4409	2011	4	0.4409
350	séan ó nualláin (2011)	"<table><tr><td>Authors:</td><td>séan ó nualláin; tom doris</td></tr><tr><td>Title:</td><td>consciousness is cheap, even if symbols are expensive; metabolism and the brain’s dark energy</td></tr><tr><td>Source:</td><td>biosemiotics, 5(2), 193-210</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-011-9136-y	-0.119	-0.897	4	105	112	4	0.4409	2011	4	0.4409
351	fiona o’doherty (2012)	"<table><tr><td>Authors:</td><td>fiona o’doherty</td></tr><tr><td>Title:</td><td>a contribution to understanding consciousness: qualia as phenotype</td></tr><tr><td>Source:</td><td>biosemiotics, 6(2), 191-203</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-012-9140-x	-0.0902	-0.5724	4	153	180	4	0.232	2012	4	0.232
352	prakash mondal (2013)	"<table><tr><td>Authors:</td><td>prakash mondal</td></tr><tr><td>Title:</td><td>does computation reveal machine cognition?</td></tr><tr><td>Source:</td><td>biosemiotics, 7(1), 97-110</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-013-9179-3	-0.8051	0.1967	2	156	212	4	0.4948	2013	4	0.4948
353	yoshimi kawade (2013)	"<table><tr><td>Authors:</td><td>yoshimi kawade</td></tr><tr><td>Title:</td><td>the origin of mind: the mind-matter continuity thesis</td></tr><tr><td>Source:</td><td>biosemiotics, 6(3), 367-378</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-013-9172-x	-0.0667	-0.5527	4	236	342	4	0.4948	2013	4	0.4948
354	christopher h. lowrey (2008)	"<table><tr><td>Authors:</td><td>christopher h. lowrey; priya venkatesan</td></tr><tr><td>Title:</td><td>making science accessible: a semiotics of scientific communication</td></tr><tr><td>Source:</td><td>biosemiotics, 1(2), 253-269</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-008-9017-1	-0.4384	-0.4166	10	10	11	5	0.3065	2008	5	0.3065
355	mette miriam rakel böll (2008)	"<table><tr><td>Authors:</td><td>mette miriam rakel böll</td></tr><tr><td>Title:</td><td>social is emotional</td></tr><tr><td>Source:</td><td>biosemiotics, 1(3), 329-345</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-008-9025-1	0.1095	-0.3878	7	159	251	5	0.3065	2008	5	0.3065
356	h. h. pattee (2009)	"<table><tr><td>Authors:</td><td>h. h. pattee</td></tr><tr><td>Title:</td><td>response by h. h. pattee to jon umerez’s paper: “where does pattee’s “how does a molecule become a message?” belong in the history of biosemiotics?”</td></tr><tr><td>Source:</td><td>biosemiotics, 2(3), 291-302</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-009-9061-5	-0.7742	0.0082	2	150	259	4	0.2494	2009	4	0.2494
357	mark h. bickhard (2017)	"<table><tr><td>Authors:</td><td>mark h. bickhard</td></tr><tr><td>Title:</td><td>information, representation, biology</td></tr><tr><td>Source:</td><td>biosemiotics, 10(2), 179-193</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s12304-017-9296-5	-0.6379	0.293	5	66	85	4	0.3758	2017	4	0.3758
